inf inf inf inf inf inf
1.918038129809999937e-01 -2.234230786560000015e-01 7.451570034029999512e-01 2.915701389310000113e+00 1.472173817459999923e-02 -1.361577659850000122e-01
1.918038129809999937e-01 -2.234230786560000015e-01 7.451570034029999512e-01 2.915701389310000113e+00 1.472173817459999923e-02 -1.361577659850000122e-01
1.925172209740000084e-01 -2.238881736989999927e-01 7.466957569119999638e-01 2.911165952679999780e+00 8.453387767079999920e-03 -1.357562690970000041e-01
1.946225911380000118e-01 -2.233616411690000081e-01 7.578940391539999988e-01 2.902364730830000017e+00 -4.955038428309999771e-02 -1.298299580810000076e-01
1.917466074230000095e-01 -2.222806811330000076e-01 8.173995614050000302e-01 2.931156873699999998e+00 -3.653376996520000253e-01 -9.312269836660000411e-02
1.777683347460000118e-01 -2.181213796139999939e-01 9.248275756839999806e-01 3.030720710749999824e+00 -9.134850502010000151e-01 -4.370315372940000026e-02
1.624444276089999917e-01 -2.161852121349999989e-01 9.943041205410000360e-01 3.102873563769999787e+00 -1.234594345090000100e+00 -8.377145975829999869e-02
1.332456022500000115e-01 -2.133180797099999970e-01 1.047110080720000003e+00 -2.723892450330000159e+00 -1.501420974730000024e+00 -5.091266632080000409e-01
1.218566969040000003e-01 -2.202244997020000039e-01 1.057618618010000011e+00 -1.708330988880000012e+00 -1.544924616809999929e+00 -1.488966822619999908e+00
1.220705956219999971e-01 -2.202224135399999949e-01 1.057366371150000095e+00 -1.772621870040000047e+00 -1.544766306879999940e+00 -1.430840253830000020e+00
1.220616176719999946e-01 -2.202197313310000071e-01 1.057369709010000047e+00 -1.778262615200000063e+00 -1.544775247570000065e+00 -1.431335091590000053e+00
1.230627223850000035e-01 -2.200090736149999948e-01 1.056322455409999916e+00 -2.012645483020000015e+00 -1.543000578880000084e+00 -1.210896015169999895e+00
1.243545189500000064e-01 -2.191107124090000136e-01 1.055230021479999891e+00 -2.235505819320000143e+00 -1.540595650670000039e+00 -9.928185939789999637e-01
1.247908547519999967e-01 -2.186799645420000049e-01 1.054927945139999990e+00 -2.268626451489999862e+00 -1.539268612859999941e+00 -9.582383632659999817e-01
1.278507411479999911e-01 -2.187011092900000009e-01 1.051245331759999901e+00 -2.649797916409999843e+00 -1.523539662359999936e+00 -5.774729251860000190e-01
1.321620494129999990e-01 -2.180399149660000035e-01 1.046092629429999921e+00 -2.881928205489999950e+00 -1.497226715090000049e+00 -3.443757295609999880e-01
1.379966884849999909e-01 -2.155409902329999960e-01 1.039134383199999956e+00 -3.123730897899999803e+00 -1.458720207210000064e+00 -1.057402566080000023e-01
1.418266743419999976e-01 -2.141796052459999933e-01 1.034174442290000107e+00 3.127650022510000127e+00 -1.431981205939999890e+00 -7.114291191100000078e-02
1.460184901949999892e-01 -2.126774638889999958e-01 1.028437256809999978e+00 3.135690689090000038e+00 -1.402615547179999922e+00 -6.904320418829999750e-02
1.497659683229999872e-01 -2.109443843359999904e-01 1.023130059239999889e+00 -3.135018348690000067e+00 -1.376248002050000085e+00 -6.989900022749999386e-02
1.541744768620000039e-01 -2.087651491170000040e-01 1.016422629360000052e+00 -3.119593143459999940e+00 -1.343639373780000090e+00 -7.086554169650000068e-02
1.579367965460000134e-01 -2.088085263970000105e-01 1.009014010430000052e+00 -3.129642486569999882e+00 -1.306905150409999994e+00 -6.133702024820000126e-02
1.618401408200000058e-01 -2.088583558800000128e-01 1.000520348550000049e+00 -3.138146638869999894e+00 -1.265557050700000019e+00 -5.342201888559999778e-02
1.670865118500000079e-01 -2.089360058309999990e-01 9.873324632640000376e-01 3.137159824369999850e+00 -1.202741265300000029e+00 -4.491096362469999825e-02
1.696633249520000108e-01 -2.089804857969999874e-01 9.797978997230000209e-01 3.136156082149999857e+00 -1.167493462559999973e+00 -4.134971275930000162e-02
1.732463538650000079e-01 -2.090532779690000009e-01 9.675004482269999873e-01 3.132348060610000040e+00 -1.110781073570000110e+00 -3.683677688240000192e-02
