inf inf inf inf inf inf
-1.139747858050000007e+00 -1.840782165529999959e-02 1.544718742369999953e+00 1.265534162520000061e+00 -1.650626182559999933e+00 4.601955413820000423e-03
-1.107534170150000108e+00 -1.687383651730000114e-02 1.524776935580000048e+00 6.887574195860000081e-01 -1.672101974490000087e+00 4.601955413820000423e-03
-1.113670110699999993e+00 1.533985137940000083e-02 1.527844905850000101e+00 2.853205204009999774e-01 -1.662898063659999925e+00 4.601955413820000423e-03
-1.112136125559999966e+00 1.533985137940000083e-02 1.526310920720000075e+00 1.994180679320000163e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.106000185010000081e+00 -1.380586624150000052e-02 1.526310920720000075e+00 -1.380586624150000052e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.109068155289999913e+00 -2.300977706909999865e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 3.067970275879999993e-03
-1.109068155289999913e+00 -1.994180679320000163e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.102932214740000028e+00 -1.994180679320000163e-02 1.526310920720000075e+00 -1.380586624150000052e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.101398229600000001e+00 -1.687383651730000114e-02 1.526310920720000075e+00 -1.380586624150000052e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.101398229600000001e+00 -1.687383651730000114e-02 1.526310920720000075e+00 -1.380586624150000052e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.101398229600000001e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.102932214740000028e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.104466199870000054e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.104466199870000054e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.104466199870000054e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.104466199870000054e+00 -1.994180679320000163e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.104466199870000054e+00 -1.994180679320000163e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.104466199870000054e+00 -1.994180679320000163e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.104466199870000054e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 3.067970275879999993e-03
-1.104466199870000054e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 3.067970275879999993e-03
-1.104466199870000054e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 3.067970275879999993e-03
-1.104466199870000054e+00 -1.840782165529999959e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 4.601955413820000423e-03
-1.104466199870000054e+00 -1.994180679320000163e-02 1.526310920720000075e+00 -1.227188110350000035e-02 -1.662898063659999925e+00 3.067970275879999993e-03
